{0, 1, 1, 2, 1, 2, 1}
{1, 1, 2, 3, 2, 3, 2}
{2, 1, 3, 4, 3, 4, 4}
{3, 1, 4, 5, 4, 5, 6}
{4, 2, 5, 7, 5, 7, 9}
{5, 0, 7, 7, 7, 7, 13}
{6, 2, 7, 9, 7, 9, 16}
{7, 5, 9, 14, 9, 14, 22}
{8, 5, 14, 19, 14, 19, 30}
{9, 1, 19, 20, 19, 20, 41}
{10, 2, 20, 20, 20, 22, 50}

{11, 2, 20, 23, 22, 24, 63}
{12, 2, 23, 22, 24, 26, 74}
{13, -1, 22, 24, 26, 25, 89}
{14, 1, 24, 25, 25, 26, 99}
{15, 4, 25, 27, 26, 30, 115}
{16, 0, 27, 28, 30, 30, 129}
{17, 6, 28, 29, 30, 36, 145}
{18, 11, 29, 39, 36, 47, 165}
{19, 4, 39, 44, 47, 51, 192}
{20, -9, 44, 36, 51, 42, 216}
{21, 3, 36, 34, 42, 45, 234}

{22, 15, 34, 46, 45, 60, 261}
{23, 5, 46, 39, 60, 65, 294}
{24, -6, 39, 37, 65, 59, 326}
{25, 10, 37, 37, 59, 69, 353}
{26, 5, 37, 39, 69, 74, 395}
{27, -9, 39, 37, 74, 65, 427}
{28, -1, 37, 35, 65, 64, 460}
{29, 13, 35, 40, 64, 77, 491}
{30, 6, 40, 45, 77, 83, 537}
{31, -15, 45, 36, 83, 68, 574}
{32, 2, 36, 35, 68, 70, 605}

{33, 14, 35, 44, 70, 84, 644}
{34, 12, 44, 38, 84, 96, 689}
{35, -1, 38, 41, 96, 95, 740}
{36, 11, 41, 42, 95, 106, 784}
{37, 4, 42, 37, 106, 110, 846}
{38, -12, 37, 36, 110, 98, 894}
{39, -3, 36, 33, 98, 95, 944}
{40, 14, 33, 39, 95, 109, 989}
{41, 9, 39, 44, 109, 118, 1053}
{42, -25, 44, 33, 118, 93, 1107}
{43, -4, 33, 33, 93, 89, 1146}

{44, 21, 33, 43, 89, 110, 1196}
{45, 18, 43, 38, 110, 128, 1256}
{46, -1, 38, 42, 128, 127, 1324}
{47, 13, 42, 43, 127, 140, 1383}
{48, 5, 43, 37, 140, 145, 1464}
{49, -15, 37, 36, 145, 130, 1528}
{50, -5, 36, 33, 130, 125, 1594}
{51, 16, 33, 39, 125, 141, 1653}
{52, 11, 39, 44, 141, 152, 1735}
{53, -34, 44, 33, 152, 118, 1805}
{54, -9, 33, 33, 118, 109, 1853}

{55, 26, 33, 43, 109, 135, 1914}
{56, 23, 43, 38, 135, 158, 1988}

{57, -1, 38, 42, 158, 157, 2072}
{58, 15, 42, 43, 157, 172, 2145}
{59, 7, 43, 37, 172, 179, 2244}
{60, -17, 37, 36, 179, 162, 2324}
{61, -7, 36, 33, 162, 155, 2406}
{62, 18, 33, 39, 155, 173, 2479}
{63, 13, 39, 44, 173, 186, 2579}
{64, -43, 44, 33, 186, 143, 2665}
{65, -14, 33, 33, 143, 129, 2722}
{66, 31, 33, 43, 129, 160, 2794}
{67, 28, 43, 38, 160, 188, 2882}

{68, -1, 38, 42, 188, 187, 2982}
{69, 17, 42, 43, 187, 204, 3069}
{70, 9, 43, 37, 204, 213, 3186}
{71, -19, 37, 36, 213, 194, 3282}
{72, -9, 36, 33, 194, 185, 3380}
{73, 20, 33, 39, 185, 205, 3467}
{74, 15, 39, 44, 205, 220, 3585}
{75, -52, 44, 33, 220, 168, 3687}
{76, -19, 33, 33, 168, 149, 3753}
{77, 36, 33, 43, 149, 185, 3836}
{78, 33, 43, 38, 185, 218, 3938}

{79, -1, 38, 42, 218, 217, 4054}
{80, 19, 42, 43, 217, 236, 4155}
{81, 11, 43, 37, 236, 247, 4290}
{82, -21, 37, 36, 247, 226, 4402}
{83, -11, 36, 33, 226, 215, 4516}
{84, 22, 33, 39, 215, 237, 4617}
{85, 17, 39, 44, 237, 254, 4753}
{86, -61, 44, 33, 254, 193, 4871}
{87, -24, 33, 33, 193, 169, 4946}
{88, 41, 33, 43, 169, 210, 5040}
{89, 38, 43, 38, 210, 248, 5156}

{90, -1, 38, 42, 248, 247, 5288}
{91, 21, 42, 43, 247, 268, 5403}
{92, 13, 43, 37, 268, 281, 5556}
{93, -23, 37, 36, 281, 258, 5684}
{94, -13, 36, 33, 258, 245, 5814}
{95, 24, 33, 39, 245, 269, 5929}
{96, 19, 39, 44, 269, 288, 6083}
{97, -70, 44, 33, 288, 218, 6217}
{98, -29, 33, 33, 218, 189, 6301}
{99, 46, 33, 43, 189, 235, 6406}
{100, 43, 43, 38, 235, 278, 6536}

{101, -1, 38, 42, 278, 277, 6684}
{102, 23, 42, 43, 277, 300, 6813}
{103, 15, 43, 37, 300, 315, 6984}
{104, -25, 37, 36, 315, 290, 7128}
{105, -15, 36, 33, 290, 275, 7274}
{106, 26, 33, 39, 275, 301, 7403}
{107, 21, 39, 44, 301, 322, 7575}
{108, -79, 44, 33, 322, 243, 7725}
{109, -34, 33, 33, 243, 209, 7818}
{110, 51, 33, 43, 209, 260, 7934}
{111, 48, 43, 38, 260, 308, 8078}

{112, -1, 38, 42, 308, 307, 8242}
{113, 25, 42, 43, 307, 332, 8385}
{114, 17, 43, 37, 332, 349, 8574}
{115, -27, 37, 36, 349, 322, 8734}
{116, -17, 36, 33, 322, 305, 8896}
{117, 28, 33, 39, 305, 333, 9039}
{118, 23, 39, 44, 333, 356, 9229}
{119, -88, 44, 33, 356, 268, 9395}
{120, -39, 33, 33, 268, 229, 9497}
{121, 56, 33, 43, 229, 285, 9624}
{122, 53, 43, 38, 285, 338, 9782}

{123, -1, 38, 42, 338, 337, 9962}
{124, 27, 42, 43, 337, 364, 10119}
{125, 19, 43, 37, 364, 383, 10326}
{126, -29, 37, 36, 383, 354, 10502}
{127, -19, 36, 33, 354, 335, 10680}
{128, 30, 33, 39, 335, 365, 10837}
{129, 25, 39, 44, 365, 390, 11045}
{130, -97, 44, 33, 390, 293, 11227}
{131, -44, 33, 33, 293, 249, 11338}
{132, 61, 33, 43, 249, 310, 11476}
{133, 58, 43, 38, 310, 368, 11648}

{134, -1, 38, 42, 368, 367, 11844}
{135, 29, 42, 43, 367, 396, 12015}
{136, 21, 43, 37, 396, 417, 12240}
{137, -31, 37, 36, 417, 386, 12432}
{138, -21, 36, 33, 386, 365, 12626}
{139, 32, 33, 39, 365, 397, 12797}
{140, 27, 39, 44, 397, 424, 13023}
{141, -106, 44, 33, 424, 318, 13221}
{142, -49, 33, 33, 318, 269, 13341}
{143, 66, 33, 43, 269, 335, 13490}
{144, 63, 43, 38, 335, 398, 13676}

{145, -1, 38, 42, 398, 397, 13888}
{146, 31, 42, 43, 397, 428, 14073}
{147, 23, 43, 37, 428, 451, 14316}
{148, -33, 37, 36, 451, 418, 14524}
{149, -23, 36, 33, 418, 395, 14734}
{150, 34, 33, 39, 395, 429, 14919}
{151, 29, 39, 44, 429, 458, 15163}
{152, -115, 44, 33, 458, 343, 15377}
